,AMBT,AMBH,AMBP,CO,NO2,CO2,CO2_T,MASS_PM10,DATE,TIME,latitude,longitude,elevation
274134,23.8,32.4,98615.85,0.32,0.77,0.07,27.0,1.75,15/02/2024,00:00:02,43.358013,11.313505,341.6
274135,23.8,32.4,98616.05,0.34,0.76,0.07,27.0,1.72,15/02/2024,00:00:07,43.358013,11.313505,341.6
274136,23.8,32.4,98615.61,0.35,0.75,0.07,27.0,1.7,15/02/2024,00:00:12,43.358013,11.313505,341.6
274137,23.8,32.4,98616.15,0.35,0.74,0.07,27.0,1.69,15/02/2024,00:00:17,43.358013,11.313505,341.6
274138,23.8,32.4,98616.41,0.33,0.74,0.07,27.0,1.69,15/02/2024,00:00:22,43.358013,11.313505,341.6
274139,23.79,32.4,98616.83,0.32,0.75,0.07,27.0,1.7,15/02/2024,00:00:27,43.358013,11.313505,341.6
274140,23.79,32.4,98616.96,0.32,0.74,0.07,27.0,1.73,15/02/2024,00:00:32,43.358013,11.313505,341.6
274141,23.79,32.4,98617.09,0.32,0.73,0.07,27.0,1.79,15/02/2024,00:00:37,43.358013,11.313505,341.6
274142,23.79,32.4,98616.75,0.33,0.74,0.07,27.0,1.87,15/02/2024,00:00:42,43.358013,11.313505,341.6
274143,23.79,32.4,98617.09,0.33,0.74,0.07,27.0,1.94,15/02/2024,00:00:47,43.358013,11.313505,341.6
274144,23.79,32.4,98617.19,0.34,0.73,0.07,27.0,1.99,15/02/2024,00:00:52,43.358013,11.313505,341.6
274145,23.79,32.4,98616.82,0.34,0.73,0.07,27.0,2.04,15/02/2024,00:00:57,43.358013,11.313505,341.6
274146,23.79,32.4,98616.91,0.33,0.73,0.07,27.0,2.06,15/02/2024,00:01:02,43.358013,11.313505,341.6
274147,23.79,32.4,98616.93,0.34,0.73,0.07,27.0,2.08,15/02/2024,00:01:07,43.358013,11.313505,341.6
274148,23.79,32.4,98616.94,0.34,0.74,0.07,27.0,2.09,15/02/2024,00:01:12,43.358013,11.313505,341.6
274149,23.8,32.4,98617.07,0.35,0.73,0.07,27.0,2.08,15/02/2024,00:01:17,43.358013,11.313505,341.6
274150,23.8,32.4,98616.8,0.34,0.74,0.07,27.0,2.05,15/02/2024,00:01:22,43.358013,11.313505,341.6
274151,23.8,32.4,98616.43,0.32,0.74,0.07,27.0,1.99,15/02/2024,00:01:27,43.358013,11.313505,341.6
274152,23.8,32.4,98616.77,0.33,0.73,0.07,27.0,1.9,15/02/2024,00:01:32,43.358013,11.313505,341.6
274153,23.79,32.4,98616.09,0.33,0.72,0.07,27.0,1.81,15/02/2024,00:01:37,43.358013,11.313505,341.6
274154,23.79,32.4,98615.94,0.34,0.73,0.07,27.0,1.75,15/02/2024,00:01:42,43.358013,11.313505,341.6
274155,23.79,32.4,98616.03,0.34,0.74,0.07,27.0,1.69,15/02/2024,00:01:47,43.358013,11.313505,341.6
274156,23.78,32.39,98616.19,0.34,0.74,0.07,27.0,1.67,15/02/2024,00:01:52,43.358013,11.313505,341.6
274157,23.78,32.39,98615.95,0.34,0.75,0.07,27.0,1.66,15/02/2024,00:01:57,43.358013,11.313505,341.6
274158,23.78,32.39,98616.02,0.34,0.75,0.07,27.0,1.65,15/02/2024,00:02:02,43.358013,11.313505,341.6
274159,23.78,32.39,98615.73,0.32,0.76,0.07,27.0,1.65,15/02/2024,00:02:07,43.358013,11.313505,341.6
274160,23.78,32.39,98615.63,0.32,0.75,0.07,27.0,1.67,15/02/2024,00:02:12,43.358013,11.313505,341.6
274161,23.78,32.39,98615.9,0.33,0.76,0.07,27.0,1.71,15/02/2024,00:02:17,43.358013,11.313505,341.6
274162,23.77,32.39,98615.86,0.32,0.77,0.07,27.0,1.75,15/02/2024,00:02:22,43.358013,11.313505,341.6
274163,23.77,32.39,98615.72,0.33,0.78,0.07,27.0,1.77,15/02/2024,00:02:27,43.358013,11.313505,341.6
274164,23.77,32.39,98615.81,0.33,0.77,0.07,27.0,1.78,15/02/2024,00:02:32,43.358013,11.313505,341.6
274165,23.77,32.39,98615.95,0.33,0.77,0.07,27.0,1.79,15/02/2024,00:02:37,43.358013,11.313505,341.6
274166,23.78,32.4,98615.76,0.33,0.77,0.07,27.0,1.78,15/02/2024,00:02:42,43.358013,11.313505,341.6
274167,23.77,32.4,98616.09,0.32,0.77,0.07,27.0,1.76,15/02/2024,00:02:47,43.358013,11.313505,341.6
274168,23.77,32.4,98616.19,0.32,0.77,0.07,27.0,1.75,15/02/2024,00:02:52,43.358013,11.313505,341.6
