,AMBT,AMBH,AMBP,CO,NO2,CO2,CO2_T,MASS_PM10,DATE,TIME,latitude,longitude,elevation
266280,19.4,33.0,98300.95,1.38,0.51,0.08,22.6,0.56,14/02/2024,00:00:00,43.313723,11.339057,311.1
266281,19.4,33.0,98301.01,1.38,0.51,0.08,22.6,0.58,14/02/2024,00:00:05,43.313723,11.339057,311.1
266282,19.4,33.0,98301.11,1.38,0.51,0.08,22.6,0.59,14/02/2024,00:00:10,43.313723,11.339057,311.1
266283,19.4,32.99,98300.86,1.39,0.51,0.08,22.6,0.59,14/02/2024,00:00:15,43.313723,11.339057,311.1
266284,19.4,32.99,98300.58,1.38,0.51,0.08,22.6,0.58,14/02/2024,00:00:20,43.313723,11.339057,311.1
266285,19.4,32.98,98300.57,1.39,0.52,0.08,22.6,0.56,14/02/2024,00:00:25,43.313723,11.339057,311.1
266286,19.4,32.97,98300.73,1.4,0.52,0.08,22.6,0.54,14/02/2024,00:00:30,43.313723,11.339057,311.1
266287,19.4,32.96,98300.84,1.41,0.52,0.08,22.6,0.51,14/02/2024,00:00:35,43.313723,11.339057,311.1
266288,19.4,32.95,98300.9,1.39,0.51,0.08,22.6,0.49,14/02/2024,00:00:40,43.313723,11.339057,311.1
266289,19.4,32.94,98300.97,1.39,0.51,0.08,22.6,0.47,14/02/2024,00:00:45,43.313723,11.339057,311.1
266290,19.4,32.93,98300.9,1.4,0.51,0.08,22.6,0.45,14/02/2024,00:00:50,43.313723,11.339057,311.1
266291,19.4,32.92,98300.53,1.41,0.51,0.08,22.6,0.44,14/02/2024,00:00:55,43.313723,11.339057,311.1
266292,19.4,32.91,98300.88,1.4,0.51,0.08,22.6,0.44,14/02/2024,00:01:00,43.313723,11.339057,311.1
266293,19.4,32.91,98301.4,1.38,0.52,0.08,22.6,0.45,14/02/2024,00:01:05,43.313723,11.339057,311.1
266294,19.4,32.9,98300.99,1.38,0.52,0.08,22.6,0.47,14/02/2024,00:01:10,43.313723,11.339057,311.1
266295,19.4,32.9,98300.78,1.39,0.51,0.08,22.6,0.5,14/02/2024,00:01:15,43.313723,11.339057,311.1
266296,19.4,32.9,98300.76,1.38,0.51,0.08,22.6,0.54,14/02/2024,00:01:20,43.313723,11.339057,311.1
266297,19.4,32.9,98301.15,1.37,0.51,0.08,22.6,0.58,14/02/2024,00:01:25,43.313723,11.339057,311.1
266298,19.4,32.9,98301.58,1.39,0.51,0.08,22.6,0.6,14/02/2024,00:01:30,43.313723,11.339057,311.1
266299,19.4,32.9,98302.11,1.41,0.51,0.08,22.6,0.61,14/02/2024,00:01:35,43.313723,11.339057,311.1
266300,19.4,32.9,98301.82,1.39,0.51,0.08,22.6,0.61,14/02/2024,00:01:40,43.313723,11.339057,311.1
266301,19.4,32.9,98302.22,1.37,0.51,0.08,22.6,0.6,14/02/2024,00:01:45,43.313723,11.339057,311.1
266302,19.4,32.9,98302.13,1.38,0.51,0.08,22.6,0.59,14/02/2024,00:01:50,43.313723,11.339057,311.1
266303,19.4,32.9,98301.95,1.4,0.5,0.08,22.6,0.57,14/02/2024,00:01:55,43.313723,11.339057,311.1
266304,19.4,32.9,98302.35,1.4,0.5,0.08,22.6,0.54,14/02/2024,00:02:00,43.313723,11.339057,311.1
266305,19.4,32.9,98302.68,1.38,0.5,0.08,22.6,0.51,14/02/2024,00:02:05,43.313723,11.339057,311.1
266306,19.4,32.9,98302.85,1.38,0.5,0.08,22.6,0.48,14/02/2024,00:02:10,43.313723,11.339057,311.1
266307,19.4,32.9,98302.57,1.39,0.5,0.08,22.6,0.45,14/02/2024,00:02:15,43.313723,11.339057,311.1
266308,19.4,32.89,98302.77,1.37,0.5,0.08,22.6,0.44,14/02/2024,00:02:20,43.313723,11.339057,311.1
266309,19.4,32.88,98302.43,1.36,0.5,0.08,22.6,0.43,14/02/2024,00:02:25,43.313723,11.339057,311.1
266310,19.4,32.87,98302.69,1.38,0.5,0.08,22.6,0.42,14/02/2024,00:02:30,43.313723,11.339057,311.1
266311,19.4,32.86,98302.44,1.4,0.5,0.08,22.6,0.41,14/02/2024,00:02:35,43.313723,11.339057,311.1
266312,19.4,32.85,98302.2,1.38,0.51,0.08,22.6,0.4,14/02/2024,00:02:40,43.313723,11.339057,311.1
266313,19.4,32.84,98302.29,1.36,0.51,0.08,22.6,0.41,14/02/2024,00:02:45,43.313723,11.339057,311.1
266314,19.4,32.83,98302.51,1.37,0.51,0.08,22.6,0.43,14/02/2024,00:02:50,43.313723,11.339057,311.1
266315,19.4,32.82,98302.26,1.4,0.51,0.08,22.6,0.45,14/02/2024,00:02:55,43.313723,11.339057,311.1
266316,19.4,32.81,98302.25,1.4,0.51,0.08,22.6,0.46,14/02/2024,00:03:00,43.313723,11.339057,311.1
266317,19.4,32.8,98302.0,1.39,0.51,0.08,22.6,0.47,14/02/2024,00:03:05,43.313723,11.339057,311.1
266318,19.4,32.8,98301.29,1.4,0.51,0.08,22.6,0.46,14/02/2024,00:03:10,43.313723,11.339057,311.1
