,AMBT,AMBH,AMBP,CO,NO2,CO2,CO2_T,MASS_PM10,DATE,TIME,latitude,longitude,elevation
184324,24.34,31.21,99183.55,0.22,0.61,0.08,26.41,8.16,01/02/2024,13:06:45,43.313782,11.339172,306.6
184325,24.38,31.12,99183.52,0.24,0.61,0.08,26.5,8.2,01/02/2024,13:06:50,43.313782,11.339172,306.6
184326,24.41,31.03,99183.3,0.25,0.62,0.08,26.6,8.22,01/02/2024,13:06:55,43.313782,11.339172,306.6
184327,24.44,30.95,99183.45,0.25,0.63,0.08,26.69,8.22,01/02/2024,13:07:00,43.313782,11.339172,306.6
184328,24.47,30.86,99183.3,0.26,0.63,0.08,26.78,8.21,01/02/2024,13:07:05,43.313782,11.339172,306.6
184329,24.48,30.81,99183.32,0.3,0.65,0.08,26.82,8.21,01/02/2024,13:07:10,43.313782,11.339172,306.6
184330,24.5,30.76,99182.86,0.34,0.66,0.08,26.85,8.2,01/02/2024,13:07:15,43.313782,11.339172,306.6
184331,24.52,30.71,99182.79,0.37,0.67,0.08,26.89,8.17,01/02/2024,13:07:20,43.313782,11.339172,306.6
184332,24.53,30.66,99182.49,0.4,0.67,0.08,26.93,8.11,01/02/2024,13:07:25,43.313782,11.339172,306.6
184333,24.54,30.62,99181.72,0.43,0.69,0.08,26.96,8.02,01/02/2024,13:07:30,43.313782,11.339172,306.6
184334,24.55,30.58,99182.18,0.43,0.7,0.08,26.99,7.94,01/02/2024,13:07:35,43.313782,11.339172,306.6
184335,24.56,30.54,99181.99,0.43,0.71,0.08,27.03,7.86,01/02/2024,13:07:40,43.313782,11.339172,306.6
184336,24.58,30.51,99182.45,0.43,0.71,0.08,27.06,7.81,01/02/2024,13:07:45,43.313782,11.339172,306.6
184337,24.6,30.48,99182.26,0.44,0.72,0.08,27.1,7.79,01/02/2024,13:07:50,43.313782,11.339172,306.6
184338,24.62,30.46,99181.88,0.45,0.72,0.08,27.14,7.75,01/02/2024,13:07:55,43.313782,11.339172,306.6
184339,24.64,30.43,99181.03,0.46,0.72,0.08,27.17,7.66,01/02/2024,13:08:00,43.313782,11.339172,306.6
184340,24.65,30.4,99180.58,0.46,0.72,0.08,27.21,7.55,01/02/2024,13:08:05,43.313782,11.339172,306.6
184341,24.66,30.37,99180.4,0.47,0.72,0.08,27.24,7.42,01/02/2024,13:08:10,43.313782,11.339172,306.6
184342,24.68,30.34,99179.61,0.49,0.72,0.08,27.27,7.31,01/02/2024,13:08:15,43.313782,11.339172,306.6
184343,24.7,30.3,99179.54,0.48,0.73,0.08,27.31,7.19,01/02/2024,13:08:20,43.313782,11.339172,306.6
184344,24.72,30.27,99179.0,0.49,0.73,0.08,27.35,7.1,01/02/2024,13:08:25,43.313782,11.339172,306.6
184345,24.74,30.24,99178.87,0.49,0.72,0.08,27.38,7.06,01/02/2024,13:08:30,43.313782,11.339172,306.6
184346,24.75,30.2,99177.99,0.51,0.72,0.08,27.41,7.02,01/02/2024,13:08:35,43.313782,11.339172,306.6
184347,24.76,30.16,99177.82,0.51,0.71,0.08,27.44,6.97,01/02/2024,13:08:40,43.313782,11.339172,306.6
184348,24.77,30.12,99177.39,0.5,0.72,0.08,27.47,6.92,01/02/2024,13:08:45,43.313782,11.339172,306.6
184349,24.78,30.08,99177.03,0.51,0.73,0.08,27.5,6.92,01/02/2024,13:08:50,43.313782,11.339172,306.6
184350,24.79,30.05,99177.07,0.52,0.73,0.08,27.53,7.1,01/02/2024,13:08:55,43.313782,11.339172,306.6
184351,24.8,30.02,99177.4,0.51,0.74,0.08,27.56,7.72,01/02/2024,13:09:00,43.313782,11.339172,306.6
184352,24.8,29.99,99177.0,0.51,0.75,0.08,27.59,8.62,01/02/2024,13:09:05,43.313782,11.339172,306.6
184353,24.81,29.97,99176.38,0.52,0.75,0.08,27.61,12.73,01/02/2024,13:09:10,43.313782,11.339172,306.6
184354,24.82,29.95,99175.78,0.53,0.76,0.08,27.63,16.83,01/02/2024,13:09:15,43.313782,11.339172,306.6
184355,24.83,29.93,99175.21,0.54,0.77,0.08,27.66,21.34,01/02/2024,13:09:20,43.313782,11.339172,306.6
184356,24.84,29.92,99175.1,0.54,0.79,0.09,27.69,26.74,01/02/2024,13:09:25,43.313782,11.339172,306.6
184357,24.85,29.91,99174.61,0.56,0.79,0.09,27.71,33.82,01/02/2024,13:09:30,43.313782,11.339172,306.6
184358,24.86,29.9,99174.06,0.58,0.79,0.09,27.73,41.29,01/02/2024,13:09:35,43.313782,11.339172,306.6
184359,24.88,29.9,99174.12,0.58,0.79,0.09,27.76,48.06,01/02/2024,13:09:40,43.313782,11.339172,306.6
184360,24.9,29.9,99173.85,0.57,0.8,0.09,27.78,55.34,01/02/2024,13:09:45,43.313782,11.339172,306.6
184361,24.92,29.9,99172.96,0.57,0.8,0.09,27.8,62.57,01/02/2024,13:09:50,43.313782,11.339172,306.6
184362,24.94,29.9,99173.52,0.57,0.8,0.09,27.82,70.14,01/02/2024,13:09:55,43.313782,11.339172,306.6
184363,24.95,29.89,99174.0,0.59,0.8,0.09,27.85,75.05,01/02/2024,13:10:00,43.313782,11.339172,306.6
184364,24.96,29.89,99174.46,0.59,0.8,0.09,27.88,80.03,01/02/2024,13:10:05,43.313782,11.339172,306.6
184365,24.97,29.89,99174.54,0.59,0.8,0.09,27.9,84.39,01/02/2024,13:10:10,43.313782,11.339172,306.6
184366,24.98,29.89,99174.26,0.57,0.78,0.09,27.92,87.39,01/02/2024,13:10:15,43.313782,11.339172,306.6
184367,25.0,29.89,99174.21,0.55,0.79,0.09,27.95,88.47,01/02/2024,13:10:20,43.313782,11.339172,306.6
184368,25.02,29.89,99174.57,0.56,0.8,0.09,27.98,88.83,01/02/2024,13:10:25,43.313782,11.339172,306.6
184369,25.03,29.89,99174.61,0.55,0.8,0.09,28.0,89.56,01/02/2024,13:10:30,43.313782,11.339172,306.6
184370,25.04,29.89,99174.84,0.55,0.8,0.09,28.02,89.23,01/02/2024,13:10:35,43.313782,11.339172,306.6
184371,25.05,29.88,99175.0,0.56,0.8,0.09,28.04,87.88,01/02/2024,13:10:40,43.313782,11.339172,306.6
184372,25.06,29.87,99174.91,0.55,0.8,0.09,28.07,86.24,01/02/2024,13:10:45,43.313782,11.339172,306.6
184373,25.07,29.87,99175.06,0.53,0.8,0.09,28.09,83.98,01/02/2024,13:10:50,43.313782,11.339172,306.6
184374,25.08,29.86,99174.59,0.53,0.8,0.09,28.11,82.58,01/02/2024,13:10:55,43.313782,11.339172,306.6
184375,25.1,29.84,99174.41,0.54,0.8,0.09,28.13,81.63,01/02/2024,13:11:00,43.313782,11.339172,306.6
184376,25.12,29.82,99174.46,0.57,0.81,0.09,28.15,81.17,01/02/2024,13:11:05,43.313782,11.339172,306.6
184377,25.13,29.79,99174.0,0.59,0.81,0.09,28.17,81.63,01/02/2024,13:11:10,43.313782,11.339172,306.6
184378,25.14,29.76,99174.34,0.59,0.81,0.09,28.19,82.86,01/02/2024,13:11:15,43.313782,11.339172,306.6
184379,25.15,29.72,99174.85,0.6,0.81,0.09,28.21,84.45,01/02/2024,13:11:20,43.313782,11.339172,306.6
184380,25.16,29.68,99174.72,0.61,0.81,0.09,28.23,86.17,01/02/2024,13:11:25,43.313782,11.339172,306.6
184381,25.17,29.64,99174.7,0.61,0.8,0.09,28.25,89.08,01/02/2024,13:11:30,43.313782,11.339172,306.6
184382,25.18,29.6,99174.74,0.63,0.8,0.09,28.26,99.1,01/02/2024,13:11:35,43.313782,11.339172,306.6
184383,25.19,29.56,99174.62,0.64,0.8,0.08,28.28,116.65,01/02/2024,13:11:40,43.313782,11.339172,306.6
184384,25.2,29.51,99174.86,0.64,0.8,0.08,28.3,170.49,01/02/2024,13:11:45,43.313782,11.339172,306.6
184385,25.21,29.46,99175.05,0.64,0.8,0.08,28.32,203.2,01/02/2024,13:11:50,43.313782,11.339172,306.6
184386,25.22,29.41,99175.37,0.64,0.8,0.08,28.34,216.16,01/02/2024,13:11:55,43.313782,11.339172,306.6
184387,25.23,29.37,99176.0,0.63,0.8,0.08,28.35,246.18,01/02/2024,13:12:00,43.313782,11.339172,306.6
184388,25.24,29.32,99175.57,0.62,0.79,0.08,28.37,274.43,01/02/2024,13:12:05,43.313782,11.339172,306.6
184389,25.25,29.28,99175.51,0.62,0.79,0.08,28.39,295.4,01/02/2024,13:12:10,43.313782,11.339172,306.6
184390,25.26,29.23,99175.82,0.62,0.79,0.08,28.41,312.29,01/02/2024,13:12:15,43.313782,11.339172,306.6
184391,25.27,29.19,99176.08,0.62,0.81,0.08,28.43,326.74,01/02/2024,13:12:20,43.313782,11.339172,306.6
184392,25.28,29.14,99175.94,0.62,0.82,0.07,28.45,330.42,01/02/2024,13:12:25,43.313782,11.339172,306.6
184393,25.3,29.08,99175.89,0.62,0.81,0.07,28.46,322.92,01/02/2024,13:12:30,43.313782,11.339172,306.6
184394,25.32,29.03,99176.02,0.63,0.81,0.07,28.48,276.47,01/02/2024,13:12:35,43.313782,11.339172,306.6
184395,25.33,28.99,99175.88,0.63,0.82,0.07,28.5,248.6,01/02/2024,13:12:40,43.313782,11.339172,306.6
184396,25.34,28.95,99175.93,0.63,0.82,0.07,28.52,238.79,01/02/2024,13:12:45,43.313782,11.339172,306.6
184397,25.35,28.91,99176.0,0.64,0.82,0.07,28.54,210.53,01/02/2024,13:12:50,43.313782,11.339172,306.6
184398,25.36,28.89,99176.49,0.65,0.82,0.07,28.55,183.71,01/02/2024,13:12:55,43.313782,11.339172,306.6
184399,25.37,28.87,99177.36,0.65,0.82,0.07,28.56,163.83,01/02/2024,13:13:00,43.313782,11.339172,306.6
184400,25.38,28.85,99179.57,0.65,0.82,0.07,28.58,147.68,01/02/2024,13:13:05,43.313782,11.339172,306.6
184401,25.39,28.79,99182.97,0.65,0.81,0.07,28.6,132.41,01/02/2024,13:13:10,43.313782,11.339172,306.6
184402,25.4,28.73,99189.18,0.63,0.8,0.07,28.62,120.34,01/02/2024,13:13:15,43.313782,11.339172,306.6
184403,25.4,28.68,99196.52,0.63,0.81,0.07,28.64,112.03,01/02/2024,13:13:20,43.313782,11.339172,306.6
184404,25.4,28.61,99203.47,0.63,0.81,0.07,28.65,105.34,01/02/2024,13:13:25,43.313782,11.339172,306.6
184405,25.4,28.55,99210.55,0.64,0.8,0.07,28.66,100.19,01/02/2024,13:13:30,43.313782,11.339172,306.6
184406,25.4,28.48,99217.44,0.64,0.81,0.07,28.67,96.33,01/02/2024,13:13:35,43.313782,11.339172,306.6
184407,25.4,28.41,99224.05,0.65,0.81,0.07,28.68,92.69,01/02/2024,13:13:40,43.313782,11.339172,306.6
184408,25.41,28.32,99230.78,0.64,0.81,0.07,28.69,88.33,01/02/2024,13:13:45,43.313782,11.339172,306.6
184409,25.42,28.23,99236.52,0.65,0.81,0.07,28.71,83.89,01/02/2024,13:13:50,43.313782,11.339172,306.6
184410,25.43,28.14,99240.95,0.66,0.81,0.07,28.72,79.31,01/02/2024,13:13:55,43.313782,11.339172,306.6
184411,25.44,28.09,99244.32,0.67,0.82,0.07,28.73,75.26,01/02/2024,13:14:00,43.313782,11.339172,306.6
184412,25.45,28.05,99244.95,0.69,0.82,0.07,28.74,71.13,01/02/2024,13:14:05,43.313782,11.339172,306.6
184413,25.46,28.01,99244.51,0.69,0.82,0.07,28.75,66.55,01/02/2024,13:14:10,43.313782,11.339172,306.6
184414,25.47,27.99,99244.18,0.69,0.82,0.07,28.76,61.72,01/02/2024,13:14:15,43.313782,11.339172,306.6
184415,25.48,27.95,99244.36,0.67,0.82,0.07,28.77,57.47,01/02/2024,13:14:20,43.313782,11.339172,306.6
184416,25.49,27.92,99244.56,0.66,0.82,0.07,28.78,53.28,01/02/2024,13:14:25,43.313782,11.339172,306.6
184417,25.5,27.89,99244.77,0.64,0.82,0.07,28.8,49.18,01/02/2024,13:14:30,43.313782,11.339172,306.6
184418,25.5,27.87,99245.23,0.63,0.82,0.07,28.82,45.53,01/02/2024,13:14:35,43.313782,11.339172,306.6
184419,25.5,27.86,99245.46,0.62,0.82,0.06,28.83,42.11,01/02/2024,13:14:40,43.313782,11.339172,306.6
184420,25.5,27.86,99246.0,0.62,0.82,0.06,28.84,39.3,01/02/2024,13:14:45,43.313782,11.339172,306.6
184421,25.5,27.86,99246.24,0.61,0.81,0.06,28.85,36.89,01/02/2024,13:14:50,43.313782,11.339172,306.6
184422,25.51,27.85,99246.75,0.6,0.81,0.06,28.86,34.55,01/02/2024,13:14:55,43.313782,11.339172,306.6
184423,25.52,27.84,99247.16,0.6,0.81,0.06,28.87,32.46,01/02/2024,13:15:00,43.313782,11.339172,306.6
184424,25.53,27.83,99247.8,0.59,0.81,0.06,28.88,30.64,01/02/2024,13:15:05,43.313782,11.339172,306.6
184425,25.54,27.83,99248.31,0.63,0.82,0.06,28.89,28.81,01/02/2024,13:15:10,43.313782,11.339172,306.6
184426,25.55,27.84,99248.72,0.65,0.82,0.06,28.9,27.2,01/02/2024,13:15:15,43.313782,11.339172,306.6
184427,25.56,27.85,99249.1,0.66,0.83,0.06,28.9,25.92,01/02/2024,13:15:20,43.313782,11.339172,306.6
184428,25.57,27.86,99249.69,0.67,0.83,0.06,28.9,24.71,01/02/2024,13:15:25,43.313782,11.339172,306.6
184429,25.58,27.86,99249.72,0.67,0.83,0.06,28.91,23.63,01/02/2024,13:15:30,43.313782,11.339172,306.6
184430,25.59,27.87,99249.75,0.66,0.83,0.06,28.92,22.73,01/02/2024,13:15:35,43.313782,11.339172,306.6
184431,25.6,27.88,99250.45,0.67,0.84,0.06,28.93,21.9,01/02/2024,13:15:40,43.313782,11.339172,306.6
184432,25.6,27.9,99250.98,0.68,0.84,0.06,28.94,21.15,01/02/2024,13:15:45,43.313782,11.339172,306.6
184433,25.6,27.92,99251.23,0.68,0.84,0.06,28.95,20.42,01/02/2024,13:15:50,43.313782,11.339172,306.6
184434,25.61,27.94,99251.31,0.67,0.84,0.06,28.96,19.63,01/02/2024,13:15:55,43.313782,11.339172,306.6
184435,25.62,27.96,99251.51,0.63,0.83,0.06,28.97,18.96,01/02/2024,13:16:00,43.313782,11.339172,306.6
184436,25.63,27.97,99251.82,0.6,0.82,0.06,28.98,18.3,01/02/2024,13:16:05,43.313782,11.339172,306.6
184437,25.64,27.98,99252.34,0.59,0.81,0.06,28.99,17.65,01/02/2024,13:16:10,43.313782,11.339172,306.6
184438,25.65,28.0,99251.71,0.57,0.82,0.06,29.0,17.07,01/02/2024,13:16:15,43.313782,11.339172,306.6
184439,25.66,28.01,99252.22,0.57,0.82,0.06,29.0,16.74,01/02/2024,13:16:20,43.313782,11.339172,306.6
184440,25.66,27.92,99252.83,0.58,0.82,0.06,29.0,17.11,01/02/2024,13:16:25,43.313782,11.339172,306.6
184441,25.66,27.76,99254.02,0.58,0.81,0.06,29.01,17.66,01/02/2024,13:16:30,43.313782,11.339172,306.6
184442,25.66,27.57,99254.72,0.58,0.81,0.06,29.02,18.52,01/02/2024,13:16:35,43.313782,11.339172,306.6
184443,25.66,27.37,99256.04,0.59,0.81,0.06,29.03,24.02,01/02/2024,13:16:40,43.313782,11.339172,306.6
184444,25.65,27.2,99258.63,0.6,0.8,0.06,29.04,34.69,01/02/2024,13:16:45,43.313782,11.339172,306.6
184445,25.64,27.02,99261.6,0.61,0.8,0.06,29.05,47.22,01/02/2024,13:16:50,43.313782,11.339172,306.6
184446,25.62,26.83,99263.97,0.63,0.8,0.06,29.06,58.71,01/02/2024,13:16:55,43.31364,11.338793,312.6
184447,25.6,26.68,99267.31,0.64,0.8,0.06,29.07,79.0,01/02/2024,13:17:00,43.31364,11.338793,312.6
184448,25.58,26.55,99270.9,0.66,0.79,0.06,29.08,117.89,01/02/2024,13:17:05,43.31364,11.338793,312.6
184449,25.55,26.44,99273.36,0.67,0.79,0.06,29.08,160.57,01/02/2024,13:17:10,43.31364,11.338793,312.6
184450,25.53,26.39,99274.77,0.68,0.79,0.06,29.08,191.36,01/02/2024,13:17:15,43.31364,11.338793,312.6
184451,25.5,26.41,99275.25,0.68,0.79,0.06,29.07,212.86,01/02/2024,13:17:20,43.313722,11.338755,312.9
184452,25.47,26.46,99275.79,0.68,0.79,0.06,29.06,230.2,01/02/2024,13:17:25,43.313632,11.338792,312.8
184453,25.45,26.51,99275.99,0.67,0.79,0.06,29.05,240.92,01/02/2024,13:17:30,43.313632,11.338792,312.8
184454,25.43,26.53,99274.75,0.67,0.8,0.06,29.04,244.16,01/02/2024,13:17:35,43.313632,11.338792,312.8
184455,25.41,26.57,99272.59,0.68,0.8,0.05,29.03,244.12,01/02/2024,13:17:40,43.313632,11.338792,312.8
184456,25.4,26.62,99270.35,0.68,0.8,0.05,29.02,245.77,01/02/2024,13:17:45,43.313632,11.338792,312.8
184457,25.39,26.62,99267.06,0.67,0.8,0.05,29.01,237.61,01/02/2024,13:17:50,43.313632,11.338792,312.8
184458,25.38,26.6,99264.16,0.69,0.8,0.05,29.0,208.95,01/02/2024,13:17:55,43.313632,11.338792,312.8
184459,25.38,26.57,99262.01,0.71,0.8,0.05,29.0,175.51,01/02/2024,13:18:00,43.313632,11.338792,312.8
184460,25.38,26.58,99259.91,0.71,0.79,0.05,29.0,152.57,01/02/2024,13:18:05,43.313632,11.338792,312.8
184461,25.39,26.6,99257.33,0.71,0.79,0.05,29.0,140.52,01/02/2024,13:18:10,43.313632,11.338792,312.8
184462,25.39,26.62,99255.09,0.72,0.79,0.05,29.0,133.33,01/02/2024,13:18:15,43.313632,11.338792,312.8
184463,25.38,26.65,99252.45,0.73,0.79,0.05,29.0,127.52,01/02/2024,13:18:20,43.313632,11.338792,312.8
184464,25.37,26.68,99249.68,0.74,0.79,0.05,29.0,122.58,01/02/2024,13:18:25,43.313728,11.338753,313.1
184465,25.36,26.7,99246.78,0.75,0.79,0.05,29.0,118.76,01/02/2024,13:18:30,43.313728,11.338753,313.1
184466,25.35,26.72,99244.46,0.75,0.79,0.05,29.0,113.99,01/02/2024,13:18:35,43.313728,11.338753,313.1
184467,25.34,26.75,99241.73,0.76,0.79,0.05,29.0,109.48,01/02/2024,13:18:40,43.313728,11.338753,313.1
184468,25.33,26.78,99238.99,0.76,0.79,0.05,28.99,106.61,01/02/2024,13:18:45,43.313728,11.338753,313.1
184469,25.32,26.81,99235.65,0.74,0.79,0.05,28.98,104.23,01/02/2024,13:18:50,43.313728,11.338753,313.1
184470,25.31,26.83,99232.53,0.74,0.8,0.05,28.97,102.64,01/02/2024,13:18:55,43.313728,11.338753,313.1
184471,25.3,26.85,99229.97,0.74,0.8,0.05,28.96,99.32,01/02/2024,13:19:00,43.313728,11.338753,313.1
184472,25.3,26.87,99226.9,0.72,0.8,0.05,28.95,95.4,01/02/2024,13:19:05,43.313728,11.338753,313.1
184473,25.3,26.89,99223.81,0.71,0.8,0.05,28.94,92.66,01/02/2024,13:19:10,43.313657,11.338833,312.9
184474,25.29,26.92,99221.26,0.71,0.8,0.06,28.93,91.66,01/02/2024,13:19:15,43.313657,11.338833,312.9
184475,25.28,26.95,99218.86,0.71,0.8,0.06,28.92,91.42,01/02/2024,13:19:20,43.313657,11.338833,312.9
184476,25.27,26.98,99215.86,0.71,0.8,0.06,28.91,91.91,01/02/2024,13:19:25,43.313657,11.338833,312.9
184477,25.26,27.02,99213.64,0.71,0.8,0.06,28.9,93.0,01/02/2024,13:19:30,43.313657,11.338833,312.9
184478,25.25,27.05,99211.3,0.69,0.8,0.06,28.9,93.79,01/02/2024,13:19:35,43.313657,11.338833,312.9
184479,25.24,27.08,99209.11,0.69,0.81,0.06,28.9,94.22,01/02/2024,13:19:40,43.313657,11.338833,312.9
184480,25.22,27.11,99206.79,0.69,0.82,0.06,28.9,94.23,01/02/2024,13:19:45,43.313657,11.338833,312.9
184481,25.2,27.13,99204.27,0.75,0.83,0.06,28.9,94.11,01/02/2024,13:19:50,43.313657,11.338833,312.9
184482,25.18,27.16,99202.22,0.93,0.84,0.06,28.89,93.74,01/02/2024,13:19:55,43.313657,11.338833,312.9
184483,25.16,27.18,99200.18,1.2,0.85,0.06,28.88,92.65,01/02/2024,13:20:00,43.313657,11.338833,312.9
184484,25.15,27.2,99197.42,1.48,0.86,0.06,28.87,90.46,01/02/2024,13:20:05,43.313657,11.338833,312.9
184485,25.14,27.21,99195.22,1.77,0.87,0.06,28.86,86.84,01/02/2024,13:20:10,43.313713,11.338773,313.2
184486,25.13,27.22,99192.88,2.06,0.88,0.06,28.85,82.76,01/02/2024,13:20:15,43.313713,11.338773,313.2
184487,25.12,27.22,99190.31,2.3,0.89,0.06,28.84,80.05,01/02/2024,13:20:20,43.313713,11.338773,313.2
184488,25.11,27.22,99187.5,2.53,0.9,0.06,28.83,78.84,01/02/2024,13:20:25,43.313713,11.338773,313.2
184489,25.1,27.22,99184.93,2.72,0.9,0.06,28.82,78.55,01/02/2024,13:20:30,43.313627,11.338878,313.3
184490,25.1,27.22,99182.53,2.87,0.9,0.06,28.81,79.12,01/02/2024,13:20:35,43.313627,11.338878,313.3
184491,25.1,27.22,99180.46,2.96,0.9,0.06,28.8,80.28,01/02/2024,13:20:40,43.313627,11.338878,313.3
184492,25.1,27.21,99177.82,2.92,0.9,0.06,28.8,81.48,01/02/2024,13:20:45,43.313627,11.338878,313.3
184493,25.1,27.21,99175.61,2.75,0.9,0.06,28.79,82.91,01/02/2024,13:20:50,43.313627,11.338878,313.3
184494,25.1,27.21,99173.76,2.54,0.89,0.06,28.78,85.46,01/02/2024,13:20:55,43.313627,11.338878,313.3
184495,25.1,27.22,99171.33,2.31,0.88,0.06,28.77,88.97,01/02/2024,13:21:00,43.313627,11.338878,313.3
184496,25.1,27.23,99169.05,2.08,0.88,0.06,28.76,92.66,01/02/2024,13:21:05,43.313627,11.338878,313.3
184497,25.1,27.24,99167.07,1.89,0.87,0.06,28.75,95.45,01/02/2024,13:21:10,43.313627,11.338878,313.3
184498,25.1,27.25,99164.53,1.73,0.86,0.06,28.74,97.54,01/02/2024,13:21:15,43.313627,11.338878,313.3
184499,25.1,27.27,99162.28,1.59,0.85,0.06,28.73,99.5,01/02/2024,13:21:20,43.313627,11.338878,313.3
184500,25.1,27.29,99160.14,1.47,0.84,0.06,28.72,100.28,01/02/2024,13:21:25,43.313627,11.338878,313.3
184501,25.1,27.31,99157.71,1.36,0.83,0.06,28.71,100.3,01/02/2024,13:21:30,43.313627,11.338878,313.3
184502,25.09,27.33,99155.35,1.25,0.82,0.06,28.7,99.74,01/02/2024,13:21:35,43.313627,11.338878,313.3
184503,25.08,27.35,99152.58,1.17,0.81,0.06,28.7,98.64,01/02/2024,13:21:40,43.313627,11.338878,313.3
184504,25.07,27.36,99150.13,1.11,0.81,0.06,28.69,96.98,01/02/2024,13:21:45,43.313627,11.338878,313.3
184505,25.06,27.37,99147.83,1.04,0.81,0.06,28.68,94.99,01/02/2024,13:21:50,43.313627,11.338878,313.3
184506,25.05,27.38,99145.77,1.0,0.8,0.06,28.67,92.89,01/02/2024,13:21:55,43.313627,11.338878,313.3
184507,25.04,27.39,99142.82,0.96,0.8,0.06,28.66,90.4,01/02/2024,13:22:00,43.313627,11.338878,313.3
184508,25.02,27.4,99140.38,0.9,0.8,0.06,28.65,87.28,01/02/2024,13:22:05,43.313627,11.338878,313.3
184509,25.0,27.4,99138.31,0.85,0.8,0.06,28.64,83.25,01/02/2024,13:22:10,43.313627,11.338878,313.3
184510,24.98,27.4,99136.15,0.83,0.81,0.06,28.62,79.57,01/02/2024,13:22:15,43.313627,11.338878,313.3
184511,24.96,27.4,99133.51,0.79,0.81,0.06,28.6,76.16,01/02/2024,13:22:20,43.313627,11.338878,313.3
184512,24.94,27.4,99131.09,0.78,0.81,0.06,28.58,72.97,01/02/2024,13:22:25,43.313627,11.338878,313.3
184513,24.92,27.41,99128.92,0.78,0.81,0.06,28.56,70.12,01/02/2024,13:22:30,43.313627,11.338878,313.3
184514,24.9,27.43,99126.17,0.77,0.81,0.06,28.55,67.33,01/02/2024,13:22:35,43.313627,11.338878,313.3
184515,24.88,27.45,99123.51,0.76,0.81,0.06,28.54,64.83,01/02/2024,13:22:40,43.313627,11.338878,313.3
184516,24.86,27.48,99121.03,0.74,0.81,0.06,28.53,62.28,01/02/2024,13:22:45,43.313627,11.338878,313.3
184517,24.84,27.51,99118.56,0.73,0.81,0.06,28.51,59.57,01/02/2024,13:22:50,43.313627,11.338878,313.3
184518,24.83,27.54,99116.18,0.73,0.81,0.06,28.49,57.12,01/02/2024,13:22:55,43.313627,11.338878,313.3
184519,24.82,27.57,99113.53,0.71,0.81,0.06,28.47,55.41,01/02/2024,13:23:00,43.313627,11.338878,313.3
184520,24.81,27.62,99111.23,0.68,0.81,0.06,28.46,53.79,01/02/2024,13:23:05,43.313627,11.338878,313.3
184521,24.8,27.71,99108.97,0.68,0.81,0.06,28.45,51.82,01/02/2024,13:23:10,43.313627,11.338878,313.3
184522,24.79,27.85,99107.5,0.67,0.83,0.06,28.44,49.94,01/02/2024,13:23:15,43.313627,11.338878,313.3
184523,24.78,28.04,99105.98,0.67,0.84,0.06,28.43,48.22,01/02/2024,13:23:20,43.313627,11.338878,313.3
184524,24.77,28.3,99104.7,0.67,0.85,0.06,28.42,46.78,01/02/2024,13:23:25,43.31372,11.338767,313.5
184525,24.76,28.63,99103.51,0.69,0.85,0.07,28.4,45.51,01/02/2024,13:23:30,43.31372,11.338767,313.5
184526,24.75,29.0,99102.26,0.72,0.85,0.07,28.38,44.44,01/02/2024,13:23:35,43.31372,11.338767,313.5
