,AMBT,AMBH,AMBP,CO,NO2,CO2,CO2_T,MASS_PM10,DATE,TIME,latitude,longitude,elevation
148790,21.06,42.14,98804.46,0.65,0.62,0.08,24.37,12.72,27/01/2024,16:54:13,43.358157,11.313555,334.5
148791,20.74,42.86,98826.41,0.76,0.6,0.07,23.85,13.17,27/01/2024,16:54:18,43.358157,11.313555,334.5
148792,20.42,43.56,98848.38,0.86,0.58,0.07,23.34,13.66,27/01/2024,16:54:23,43.358157,11.313555,334.5
148793,20.1,44.26,98871.94,0.96,0.54,0.07,22.83,14.13,27/01/2024,16:54:28,43.358157,11.313555,334.5
148794,19.78,44.96,98895.29,1.06,0.51,0.07,22.33,14.54,27/01/2024,16:54:33,43.358157,11.313555,334.5
148795,19.46,45.64,98919.11,1.16,0.48,0.07,21.84,14.92,27/01/2024,16:54:38,43.358157,11.313555,334.5
148796,19.15,46.31,98943.01,1.27,0.44,0.06,21.35,15.31,27/01/2024,16:54:43,43.358157,11.313555,334.5
148797,18.83,46.98,98966.65,1.36,0.42,0.06,20.86,15.81,27/01/2024,16:54:48,43.358157,11.313555,334.5
148798,18.52,47.64,98990.38,1.44,0.4,0.06,20.38,16.36,27/01/2024,16:54:53,43.358157,11.313555,334.5
148799,18.21,48.29,99013.86,1.52,0.37,0.06,19.91,16.91,27/01/2024,16:54:58,43.358157,11.313555,334.5
148800,18.22,48.22,99014.97,1.47,0.38,0.06,19.97,17.17,27/01/2024,16:55:03,43.358157,11.313555,334.5
148801,18.23,48.2,99016.47,1.44,0.38,0.06,20.02,17.27,27/01/2024,16:55:08,43.358157,11.313555,334.5
148802,18.24,48.15,99019.2,1.4,0.39,0.06,20.07,17.29,27/01/2024,16:55:13,43.358157,11.313555,334.5
148803,18.25,48.13,99022.1,1.37,0.4,0.06,20.12,17.29,27/01/2024,16:55:18,43.358157,11.313555,334.5
148804,18.27,48.1,99026.11,1.35,0.4,0.06,20.17,17.24,27/01/2024,16:55:23,43.358157,11.313555,334.5
148805,18.28,48.08,99031.25,1.34,0.4,0.06,20.21,17.2,27/01/2024,16:55:28,43.358157,11.313555,334.5
148806,18.29,48.06,99036.98,1.3,0.42,0.06,20.26,17.12,27/01/2024,16:55:33,43.358157,11.313555,334.5
148807,18.31,48.04,99044.14,1.27,0.42,0.06,20.31,16.97,27/01/2024,16:55:38,43.358157,11.313555,334.5
148808,18.32,48.05,99051.64,1.27,0.42,0.06,20.36,16.79,27/01/2024,16:55:43,43.358157,11.313555,334.5
148809,18.33,48.09,99060.89,1.27,0.43,0.06,20.4,16.58,27/01/2024,16:55:48,43.358157,11.313555,334.5
148810,18.34,48.11,99071.11,1.25,0.44,0.06,20.45,16.41,27/01/2024,16:55:53,43.358157,11.313555,334.5
148811,18.35,48.1,99082.13,1.24,0.45,0.06,20.5,16.33,27/01/2024,16:55:58,43.358157,11.313555,334.5
148812,18.35,48.14,99091.46,1.23,0.45,0.06,20.55,16.32,27/01/2024,16:56:03,43.358157,11.313555,334.5
148813,18.35,48.17,99100.0,1.24,0.45,0.06,20.6,16.32,27/01/2024,16:56:08,43.358157,11.313555,334.5
148814,18.34,48.21,99107.36,1.23,0.46,0.06,20.64,16.37,27/01/2024,16:56:13,43.358157,11.313555,334.5
148815,18.34,48.26,99113.13,1.21,0.47,0.06,20.69,16.37,27/01/2024,16:56:18,43.358157,11.313555,334.5
148816,18.32,48.34,99117.95,1.21,0.46,0.06,20.73,16.36,27/01/2024,16:56:23,43.358157,11.313555,334.5
148817,18.29,48.44,99121.08,1.22,0.47,0.06,20.77,16.35,27/01/2024,16:56:28,43.358157,11.313555,334.5
148818,18.27,48.51,99123.53,1.2,0.48,0.06,20.8,16.35,27/01/2024,16:56:33,43.358157,11.313555,334.5
148819,18.25,48.56,99123.75,1.18,0.48,0.06,20.83,16.41,27/01/2024,16:56:38,43.358157,11.313555,334.5
148820,18.22,48.6,99122.72,1.19,0.47,0.06,20.86,16.45,27/01/2024,16:56:43,43.358157,11.313555,334.5
148821,18.19,48.64,99119.91,1.19,0.47,0.06,20.89,16.47,27/01/2024,16:56:48,43.358157,11.313555,334.5
148822,18.17,48.68,99117.33,1.19,0.47,0.06,20.91,16.48,27/01/2024,16:56:53,43.358157,11.313555,334.5
148823,18.15,48.72,99114.86,1.17,0.48,0.06,20.93,16.49,27/01/2024,16:56:58,43.358157,11.313555,334.5
148824,18.12,48.79,99112.74,1.16,0.48,0.06,20.95,16.48,27/01/2024,16:57:03,43.358157,11.313555,334.5
148825,18.09,48.86,99110.97,1.16,0.48,0.06,20.96,16.5,27/01/2024,16:57:08,43.358157,11.313555,334.5
148826,18.07,48.91,99110.52,1.15,0.49,0.06,20.97,16.55,27/01/2024,16:57:13,43.358157,11.313555,334.5
148827,18.05,48.95,99110.87,1.13,0.49,0.06,20.99,16.66,27/01/2024,16:57:18,43.358157,11.313555,334.5
148828,18.03,49.02,99111.24,1.14,0.49,0.06,21.01,16.81,27/01/2024,16:57:23,43.358157,11.313555,334.5
148829,18.01,49.1,99111.62,1.16,0.49,0.06,21.03,16.98,27/01/2024,16:57:28,43.358157,11.313555,334.5
148830,17.99,49.18,99112.18,1.16,0.5,0.06,21.04,17.17,27/01/2024,16:57:33,43.358157,11.313555,334.5
148831,17.97,49.26,99112.85,1.15,0.5,0.06,21.05,17.36,27/01/2024,16:57:38,43.358157,11.313555,334.5
148832,17.95,49.33,99113.42,1.15,0.5,0.06,21.06,17.5,27/01/2024,16:57:43,43.358157,11.313555,334.5
148833,17.92,49.39,99113.48,1.16,0.49,0.06,21.07,17.64,27/01/2024,16:57:48,43.357948,11.313113,338.9
148834,17.9,49.44,99112.3,1.16,0.49,0.06,21.08,17.75,27/01/2024,16:57:53,43.358012,11.313163,333.5
148835,17.88,49.5,99110.44,1.14,0.49,0.06,21.09,17.9,27/01/2024,16:57:58,43.358012,11.313163,333.5
148836,17.85,49.54,99107.25,1.14,0.48,0.06,21.1,18.04,27/01/2024,16:58:03,43.358012,11.313163,333.5
148837,17.83,49.56,99103.28,1.15,0.47,0.06,21.1,18.12,27/01/2024,16:58:08,43.358012,11.313163,333.5
148838,17.81,49.55,99098.43,1.13,0.46,0.06,21.1,18.17,27/01/2024,16:58:13,43.358012,11.313163,333.5
148839,17.79,49.53,99094.33,1.1,0.46,0.06,21.1,18.21,27/01/2024,16:58:18,43.358012,11.313163,333.5
148840,17.76,49.55,99090.71,1.08,0.46,0.06,21.1,18.2,27/01/2024,16:58:23,43.358072,11.3131,331.9
148841,17.73,49.6,99088.17,1.08,0.46,0.06,21.1,18.16,27/01/2024,16:58:28,43.358072,11.3131,331.9
148842,17.7,49.65,99084.92,1.07,0.46,0.06,21.1,18.08,27/01/2024,16:58:33,43.358072,11.3131,331.9
148843,17.68,49.69,99082.54,1.05,0.47,0.06,21.1,17.93,27/01/2024,16:58:38,43.358072,11.3131,331.9
148844,17.66,49.71,99081.9,1.04,0.47,0.06,21.1,17.8,27/01/2024,16:58:43,43.358072,11.3131,331.9
148845,17.64,49.73,99081.52,1.05,0.46,0.06,21.1,17.64,27/01/2024,16:58:48,43.358148,11.313115,329.4
148846,17.62,49.78,99082.2,1.05,0.47,0.06,21.1,17.52,27/01/2024,16:58:53,43.35814,11.313012,328.4
148847,17.6,49.86,99084.23,1.04,0.47,0.06,21.1,17.41,27/01/2024,16:58:58,43.35814,11.313012,328.4
148848,17.58,49.93,99087.32,1.04,0.48,0.06,21.1,17.27,27/01/2024,16:59:03,43.35819,11.312933,326.8
148849,17.56,50.01,99089.78,1.06,0.48,0.06,21.1,17.13,27/01/2024,16:59:08,43.358153,11.312843,325.8
148850,17.55,50.07,99091.87,1.07,0.48,0.06,21.1,17.01,27/01/2024,16:59:13,43.358153,11.312843,325.8
148851,17.54,50.09,99092.64,1.07,0.48,0.06,21.1,16.91,27/01/2024,16:59:18,43.358158,11.312742,324.4
148852,17.53,50.12,99093.62,1.08,0.48,0.06,21.1,16.84,27/01/2024,16:59:23,43.358158,11.312742,324.4
148853,17.52,50.17,99093.41,1.09,0.47,0.06,21.1,16.86,27/01/2024,16:59:28,43.358142,11.312632,322.5
148854,17.51,50.22,99091.56,1.09,0.46,0.06,21.1,16.96,27/01/2024,16:59:33,43.358142,11.312632,322.5
148855,17.5,50.26,99090.35,1.08,0.47,0.06,21.09,17.13,27/01/2024,16:59:38,43.358062,11.312627,322.1
148856,17.49,50.29,99087.09,1.08,0.47,0.06,21.08,17.29,27/01/2024,16:59:43,43.357982,11.312628,322.3
148857,17.48,50.3,99082.65,1.08,0.48,0.06,21.07,17.4,27/01/2024,16:59:48,43.35791,11.31263,322.7
148858,17.47,50.35,99076.88,1.1,0.48,0.06,21.06,17.45,27/01/2024,16:59:53,43.35791,11.31263,322.7
148859,17.45,50.39,99072.62,1.07,0.48,0.06,21.05,17.47,27/01/2024,16:59:58,43.357833,11.312603,323.1
148860,17.43,50.43,99068.73,1.06,0.48,0.06,21.04,17.51,27/01/2024,17:00:03,43.35775,11.312602,323.6
148861,17.41,50.49,99066.58,1.06,0.47,0.06,21.03,17.59,27/01/2024,17:00:08,43.35775,11.312602,323.6
148862,17.38,50.58,99065.4,1.07,0.47,0.06,21.02,17.7,27/01/2024,17:00:13,43.35775,11.312602,323.6
148863,17.34,50.64,99064.86,1.06,0.47,0.06,21.01,17.79,27/01/2024,17:00:18,43.357782,11.31269,325.0
148864,17.3,50.7,99066.15,1.07,0.47,0.06,21.0,17.81,27/01/2024,17:00:23,43.357782,11.31269,325.0
148865,17.25,50.76,99066.85,1.08,0.46,0.06,21.0,17.74,27/01/2024,17:00:28,43.357853,11.31269,324.4
148866,17.21,50.83,99069.24,1.09,0.45,0.06,21.0,17.65,27/01/2024,17:00:33,43.357938,11.312697,324.0
148867,17.17,50.89,99071.35,1.08,0.45,0.06,21.0,17.61,27/01/2024,17:00:38,43.357938,11.312697,324.0
148868,17.13,50.92,99074.7,1.06,0.44,0.06,21.0,17.65,27/01/2024,17:00:43,43.358015,11.312702,323.6
148869,17.1,50.96,99077.1,1.08,0.43,0.06,20.99,17.69,27/01/2024,17:00:48,43.358093,11.312718,322.9
148870,17.07,50.99,99079.1,1.09,0.43,0.06,20.98,17.7,27/01/2024,17:00:53,43.358093,11.312718,322.9
148871,17.04,51.02,99079.3,1.08,0.43,0.06,20.97,17.67,27/01/2024,17:00:58,43.358093,11.312718,322.9
148872,17.02,51.05,99078.58,1.07,0.43,0.06,20.96,17.62,27/01/2024,17:01:03,43.358093,11.312718,322.9
148873,17.01,51.11,99077.04,1.07,0.44,0.06,20.95,17.62,27/01/2024,17:01:08,43.358025,11.312765,324.2
148874,17.0,51.18,99073.93,1.07,0.45,0.06,20.94,17.63,27/01/2024,17:01:13,43.35795,11.31279,324.4
148875,17.0,51.26,99070.68,1.06,0.45,0.06,20.93,17.64,27/01/2024,17:01:18,43.357867,11.312778,324.7
148876,17.0,51.33,99066.16,1.04,0.46,0.06,20.92,17.64,27/01/2024,17:01:23,43.357867,11.312778,324.7
148877,17.0,51.4,99063.01,1.04,0.46,0.06,20.91,17.64,27/01/2024,17:01:28,43.35779,11.312783,325.4
148878,17.0,51.5,99059.88,1.06,0.46,0.06,20.9,17.67,27/01/2024,17:01:33,43.35779,11.312783,325.4
148879,17.0,51.6,99057.67,1.04,0.46,0.06,20.89,17.72,27/01/2024,17:01:38,43.357718,11.312758,325.9
148880,17.0,51.69,99056.01,1.02,0.46,0.06,20.88,17.77,27/01/2024,17:01:43,43.357718,11.312758,325.9
148881,17.0,51.78,99055.8,1.02,0.46,0.06,20.87,17.79,27/01/2024,17:01:48,43.357718,11.312758,325.9
148882,17.0,51.81,99056.56,1.02,0.46,0.06,20.86,17.81,27/01/2024,17:01:53,43.357787,11.31282,327.3
148883,17.0,51.8,99057.39,1.02,0.45,0.06,20.85,17.78,27/01/2024,17:01:58,43.357787,11.31282,327.3
